Track name,Artist name,Album,Playlist name,Type,ISRC,Deezer - id
"LA COURSE - intro","NeS","LA COURSE","Favorite Tracks","Favorite","1860807127","1860807127"
"P One (H.LA DROGUE x 256 MINAJ) - COOTB vol.2","Label Blue Sky","P One (H.LA DROGUE x 256 MINAJ) - COOTB vol.2","Favorite Tracks","Favorite","2140555827","2140555827"
"Codéine 19","Hamza","Sincèrement","Favorite Tracks","Favorite","2150767247","2150767247"
"Tsunami","Hamza","Sincèrement","Favorite Tracks","Favorite","2150767227","2150767227"
"Sadio (feat. Offset)","Hamza","Sincèrement","Favorite Tracks","Favorite","2150767217","2150767217"
"Free YSL","Hamza","Sincèrement","Favorite Tracks","Favorite","2150767177","2150767177"
"Introduction","Hamza","Sincèrement","Favorite Tracks","Favorite","2150767167","2150767167"
"Contrôler","Jwles","Contrôler","Favorite Tracks","Favorite","2138159457","2138159457"
"Nature morte","Beendo Z","Nature morte","Favorite Tracks","Favorite","2136531597","2136531597"
"Halloween","menace Santana","Into The Dark","Favorite Tracks","Favorite","2070327957","2070327957"
"Belek mS","menace Santana","Into The Dark","Favorite Tracks","Favorite","2070327937","2070327937"
"45 Seconds","menace Santana","Into The Dark","Favorite Tracks","Favorite","2070327927","2070327927"
"Le Cauchemar Continue","menace Santana","Into The Dark","Favorite Tracks","Favorite","2070327917","2070327917"
"Il Était Une Fois","menace Santana","Into The Dark","Favorite Tracks","Favorite","2070327897","2070327897"
"1809","menace Santana","Into The Dark","Favorite Tracks","Favorite","2070327887","2070327887"
"The Set Up (feat. Havoc)","Nas","It Was Written","Favorite Tracks","Favorite","1015353","1015353"
"Chrome Heart Tags","Lil Uzi Vert","Eternal Atake (Deluxe) - LUV vs. The World 2","Favorite Tracks","Favorite","902794972","902794972"
"Rich (Interlude)","Kendrick Lamar","Mr. Morale & The Big Steppers","Favorite Tracks","Favorite","1750305327","1750305327"
"GENIUS (feat. NTH)","MadZo","GENIUS (feat. NTH)","Favorite Tracks","Favorite","2086868047","2086868047"
"TROUBLE FÊTE","HOUDI","WOKA","Favorite Tracks","Favorite","1851527877","1851527877"
"Multiply","Josué","Multiply","Favorite Tracks","Favorite","2009909877","2009909877"
"Base solide","Selug","Éternel retour","Favorite Tracks","Favorite","2006711167","2006711167"
"Donpar Le Cuivre Tiens Moi Juteux","Mézigue","Donpar Le Cuivre Tiens Moi Juteux","Favorite Tracks","Favorite","2120004297","2120004297"
"TOUTE LA JOURNÉE (feat. Tiakola)","Zola","TOUTE LA JOURNÉE (feat. Tiakola)","Favorite Tracks","Favorite","2124174027","2124174027"
"Automatique","Kaki Santana 667","Planète OBS","Favorite Tracks","Favorite","1637364252","1637364252"
"Téléphone","Kaki Santana 667","Planète OBS","Favorite Tracks","Favorite","1637364112","1637364112"
"Max Payne","EDGE","Dareal m'a tuer","Favorite Tracks","Favorite","2084974647","2084974647"
"LONDON TONIGHT FREESTYLE","Dean Blunt","LONDON TONIGHT FREESTYLE","Favorite Tracks","Favorite","2023420657","2023420657"
"Ping","Sadandsolo","Ping","Favorite Tracks","Favorite","2069644857","2069644857"
"Diamonds","Bas","Diamonds","Favorite Tracks","Favorite","2114483237","2114483237"
"Mal parti","Kekra","Stratos","Favorite Tracks","Favorite","2125067727","2125067727"
"Vibe & Sun","Kekra","Stratos","Favorite Tracks","Favorite","2125067677","2125067677"
"Lakehouse","Kekra","Stratos","Favorite Tracks","Favorite","2125067697","2125067697"
"Ingé son","Kekra","Stratos","Favorite Tracks","Favorite","2125067637","2125067637"
"Combien de temps","Kekra","Stratos","Favorite Tracks","Favorite","2125067607","2125067607"
"Stratos","Kekra","Stratos","Favorite Tracks","Favorite","2125067577","2125067577"
"Pansements","Nosnow","Playoffs","Favorite Tracks","Favorite","1807628967","1807628967"
"OUTRO YuU","Ajna","L'HERMITE","Favorite Tracks","Favorite","1702816017","1702816017"
"Répondeur","Jeune Mort","Avant l'Aube","Favorite Tracks","Favorite","1995969857","1995969857"
"Coeur cassé","Jeune Mort","Avant l'Aube","Favorite Tracks","Favorite","1995969887","1995969887"
"Tables Turn","Luke Bar$","Tables Turn","Favorite Tracks","Favorite","2089568757","2089568757"
"Seklenland (Pt.8)","H.LA DROGUE","Seklenland (Pt.8)","Favorite Tracks","Favorite","1999093657","1999093657"
"Temps en temps","MadeInParis","Comme vous voulez","Favorite Tracks","Favorite","2094161617","2094161617"
"PIÈGE À LOUP","Deen Burbigo","Cercle vertueux","Favorite Tracks","Favorite","1090120152","1090120152"
"NEW ORLEANS","DMS","YEYEYE","Favorite Tracks","Favorite","1822361567","1822361567"
"MONEYBAG","DMS","YEYEYE","Favorite Tracks","Favorite","1822361577","1822361577"
"NNLM","Freakey!","3050 DEGREEZ: Condamné à l'Excellence","Favorite Tracks","Favorite","1981380537","1981380537"
"Un jour (feat. Zamdane)","Ghost Killer Track","Que de l'amour","Favorite Tracks","Favorite","2078013967","2078013967"
"Rien qui allait (feat. Khali)","Ghost Killer Track","Que de l'amour","Favorite Tracks","Favorite","2078013907","2078013907"
"RIDEAUX","YZLA","Sous la mer","Favorite Tracks","Favorite","1871135987","1871135987"
"LA NOYADE","EDGE","EN LESSGUILL","Favorite Tracks","Favorite","1814247417","1814247417"
"Starlight","Dave","Starlight","Favorite Tracks","Favorite","1666704232","1666704232"
"En Bjorn","Slkrack","SL500 dit Juan Coca","Favorite Tracks","Favorite","2012469037","2012469037"
"Des nuages à la terre","EDGE","OFFSHORE","Favorite Tracks","Favorite","1545801802","1545801802"
"Près du cœur","BU$HI","Interlude","Favorite Tracks","Favorite","2069636697","2069636697"
"Mathématiques","BU$HI","Interlude","Favorite Tracks","Favorite","2069636677","2069636677"
"King Kong","BU$HI","Interlude","Favorite Tracks","Favorite","2069636667","2069636667"
"Solide","BU$HI","Interlude","Favorite Tracks","Favorite","2069636637","2069636637"
"9am","BU$HI","Interlude","Favorite Tracks","Favorite","2069636617","2069636617"
"Lyon Dakar","BU$HI","Interlude","Favorite Tracks","Favorite","2069636587","2069636587"
"Allo Allo","BU$HI","Interlude","Favorite Tracks","Favorite","2069636577","2069636577"
"No Cap","Norsacce Berlusconi","Propaganda","Favorite Tracks","Favorite","2066415097","2066415097"
"Mon pays","Norsacce Berlusconi","Propaganda","Favorite Tracks","Favorite","2066415087","2066415087"
"nou","Rounhaa","nou","Favorite Tracks","Favorite","2045236857","2045236857"
"5712","abel31","200","Favorite Tracks","Favorite","2053935707","2053935707"
"crystal","abel31","200","Favorite Tracks","Favorite","2053935767","2053935767"
"Iverson","Kekra","Iverson","Favorite Tracks","Favorite","2056413497","2056413497"
"Bordel","Siboy","Special","Favorite Tracks","Favorite","377343291","377343291"
"La nuit","Siboy","Special","Favorite Tracks","Favorite","377343421","377343421"
"Kamasutra","Slkrack","SL500 dit Juan Coca","Favorite Tracks","Favorite","2380500945","2380500945"
"UMBRELLA","Khali","IL ME RESSEMBLE PAS NON PLUS","Favorite Tracks","Favorite","2028530837","2028530837"
"BLOODY PLM","Khali","IL ME RESSEMBLE PAS NON PLUS","Favorite Tracks","Favorite","2028530817","2028530817"
"LA FLÈCHE","Khali","IL ME RESSEMBLE PAS NON PLUS","Favorite Tracks","Favorite","2028530757","2028530757"
"KOLAF INTERLUDE","Khali","IL ME RESSEMBLE PAS NON PLUS","Favorite Tracks","Favorite","2028530747","2028530747"
"LE MONDE EST À TOI","Khali","IL ME RESSEMBLE PAS NON PLUS","Favorite Tracks","Favorite","2028530737","2028530737"
"JAMAIS COMME ILS VONT","Khali","IL ME RESSEMBLE PAS NON PLUS","Favorite Tracks","Favorite","2028530727","2028530727"
"EN VRAI","Khali","IL ME RESSEMBLE PAS NON PLUS","Favorite Tracks","Favorite","2028530707","2028530707"
"JE M'EN MOQUE EFFECTIVEMENT","Khali","IL ME RESSEMBLE PAS NON PLUS","Favorite Tracks","Favorite","2028530697","2028530697"
"No Refunds","Stay Flee Get Lizzy","No Refunds","Favorite Tracks","Favorite","1998871837","1998871837"
"Jet Fuel","Mac Miller","Swimming","Favorite Tracks","Favorite","533802082","533802082"
"Franklin Saint","SDM","Liens du 100","Favorite Tracks","Favorite","2081099357","2081099357"
"Régal","Aketo","Régal","Favorite Tracks","Favorite","2006372517","2006372517"
"baume","Sublime","baume","Favorite Tracks","Favorite","2021215197","2021215197"
"One of a Kind","Russ Millions","One of a Kind","Favorite Tracks","Favorite","2045990837","2045990837"
"Shittin' Me","A$AP Rocky","Shittin' Me","Favorite Tracks","Favorite","2043314357","2043314357"
"All The Money (Bonus)","Metro Boomin","HEROES & VILLAINS","Favorite Tracks","Favorite","2047662527","2047662527"
"Feel The Fiyaaaah","Metro Boomin","HEROES & VILLAINS","Favorite Tracks","Favorite","2047662517","2047662517"
"Lock On Me","Metro Boomin","HEROES & VILLAINS","Favorite Tracks","Favorite","2047662507","2047662507"
"Niagara Falls (Foot or 2)","Metro Boomin","HEROES & VILLAINS","Favorite Tracks","Favorite","2047662487","2047662487"
"Metro Spider","Metro Boomin","HEROES & VILLAINS","Favorite Tracks","Favorite","2047662457","2047662457"
"Around Me","Metro Boomin","HEROES & VILLAINS","Favorite Tracks","Favorite","2047662447","2047662447"
"Trance","Metro Boomin","HEROES & VILLAINS","Favorite Tracks","Favorite","2047662437","2047662437"
"Umbrella","Metro Boomin","HEROES & VILLAINS","Favorite Tracks","Favorite","2047662427","2047662427"
"Raindrops (Insane)","Metro Boomin","HEROES & VILLAINS","Favorite Tracks","Favorite","2047662417","2047662417"
"Too Many Nights","Metro Boomin","HEROES & VILLAINS","Favorite Tracks","Favorite","2047662407","2047662407"
"Superhero (Heroes & Villains)","Metro Boomin","HEROES & VILLAINS","Favorite Tracks","Favorite","2047662397","2047662397"
"Steppin On Sh!t","Shy Glizzy","Steppin On Sh!t","Favorite Tracks","Favorite","1988083627","1988083627"
"S.D.E","Dj Weedim","S.D.E","Favorite Tracks","Favorite","1988912727","1988912727"
"Navette","Jwles","Le Zin & les Autres","Favorite Tracks","Favorite","1992827537","1992827537"
"Formule 1 (feat. Alpha Wann)","Stavo","TVX","Favorite Tracks","Favorite","1998832747","1998832747"
"100 fautes","Diddi Trix","100 fautes","Favorite Tracks","Favorite","1998469157","1998469157"
"Wifey Riddim","AJ Tracey","The Front","Favorite Tracks","Favorite","980637212","980637212"
"GIGI (feat. JMK$ & La Fève)","Steban","HYPERLOOP","Favorite Tracks","Favorite","1989211837","1989211837"
"Alone","Burna Boy","Black Panther: Wakanda Forever - Music From and Inspired By","Favorite Tracks","Favorite","2006031137","2006031137"
"Interlude","Stormzy","Black Panther: Wakanda Forever - Music From and Inspired By","Favorite Tracks","Favorite","2006031187","2006031187"
"FELA KUTI","Steban","HYPERLOOP","Favorite Tracks","Favorite","1989211797","1989211797"
"New Drank","LUCKI","New Drank","Favorite Tracks","Favorite","1701271667","1701271667"
"KAPITOL DENIM","LUCKI","FLAWLESS LIKE ME","Favorite Tracks","Favorite","1919680217","1919680217"
"Compare - A COLORS SHOW","Sainté","Compare - A COLORS SHOW","Favorite Tracks","Favorite","1949527737","1949527737"
"Link in the Ends","Headie One","Link in the Ends","Favorite Tracks","Favorite","1992479747","1992479747"
"Pussy & Millions","Drake","Her Loss","Favorite Tracks","Favorite","1999525157","1999525157"
"Spin Bout U","Drake","Her Loss","Favorite Tracks","Favorite","1999525117","1999525117"
"Audrey Tautou","Jwles","Audrey Tautou","Favorite Tracks","Favorite","1985123917","1985123917"
"Propaganda","Norsacce Berlusconi","Propaganda","Favorite Tracks","Favorite","1988598057","1988598057"
"Doves In The Wind (feat. Kendrick Lamar)","SZA","Ctrl (Deluxe)","Favorite Tracks","Favorite","1782697987","1782697987"
"Love Galore (feat. Travis Scott)","SZA","Ctrl (Deluxe)","Favorite Tracks","Favorite","1782697977","1782697977"
"Supermodel","SZA","Ctrl (Deluxe)","Favorite Tracks","Favorite","1782697967","1782697967"
"Shirt","SZA","Shirt","Favorite Tracks","Favorite","1959441337","1959441337"
"Yeah (feat. A$AP ANT) (Remix)","HIM$","RIDE OR DIE, Vol. 1","Favorite Tracks","Favorite","1939913547","1939913547"
"B & T (feat. Implaccable)","HIM$","RIDE OR DIE, Vol. 1","Favorite Tracks","Favorite","1939913497","1939913497"
"Pancake (feat. Ritual X, System & Sossa Ka$h)","HIM$","RIDE OR DIE, Vol. 1","Favorite Tracks","Favorite","1939913487","1939913487"
"RR (feat. Ricky Bishop)","HIM$","RIDE OR DIE, Vol. 1","Favorite Tracks","Favorite","1939913477","1939913477"
"GOAT","HIM$","RIDE OR DIE, Vol. 1","Favorite Tracks","Favorite","1939913437","1939913437"
"Dans La Zone (feat. Cashmire)","HIM$","RIDE OR DIE, Vol. 1","Favorite Tracks","Favorite","1939913447","1939913447"
"Score 2 (feat. Jossy)","HIM$","RIDE OR DIE, Vol. 1","Favorite Tracks","Favorite","1939913427","1939913427"
"Work / Play","HIM$","RIDE OR DIE, Vol. 1","Favorite Tracks","Favorite","1939913407","1939913407"
"Le Fond (feat. A$AP ANT)","HIM$","RIDE OR DIE, Vol. 1","Favorite Tracks","Favorite","1939913397","1939913397"
"Jackpot","HIM$","RIDE OR DIE, Vol. 1","Favorite Tracks","Favorite","1939913387","1939913387"
"a life of pain","Baby Keem","The Melodic Blue (Deluxe)","Favorite Tracks","Favorite","1987477867","1987477867"
"RIDE TIL YOU DIE","Lancey Foux","LIFE IN HELL","Favorite Tracks","Favorite","1972409757","1972409757"
"LUVS KILLING ME SLOWLY","Lancey Foux","LIFE IN HELL","Favorite Tracks","Favorite","1972409737","1972409737"
"PENDULUM","Lancey Foux","LIFE IN HELL","Favorite Tracks","Favorite","1972409727","1972409727"
"ALL NIGHT LONG","Lancey Foux","LIFE IN HELL","Favorite Tracks","Favorite","1972409717","1972409717"
"I FEEL LIKE I'M ME","Lancey Foux","LIFE IN HELL","Favorite Tracks","Favorite","1972409707","1972409707"
"GIRL A GUN","Lancey Foux","LIFE IN HELL","Favorite Tracks","Favorite","1972409697","1972409697"
"COLORS","Lancey Foux","LIFE IN HELL","Favorite Tracks","Favorite","1972409687","1972409687"
"WORLD ON FIRE","Lancey Foux","LIFE IN HELL","Favorite Tracks","Favorite","1972409657","1972409657"
"Hype & Chill","Lord Apex","Joga Bonito","Favorite Tracks","Favorite","1937813357","1937813357"
"2MS","Nemzzz","2MS","Favorite Tracks","Favorite","1662753442","1662753442"
"Seul","Raplume","Le soleil se lèvera à l'Ouest","Favorite Tracks","Favorite","1973092287","1973092287"
"Météorite","Raplume","Le soleil se lèvera à l'Ouest","Favorite Tracks","Favorite","1973092247","1973092247"
"CAC 40","Saboteur","Saboteur Mixtape, Vol. 1","Favorite Tracks","Favorite","1904261067","1904261067"
"OUI","Arsaphe","Z-SAFE","Favorite Tracks","Favorite","1819730717","1819730717"
"3X23","Arsaphe","Z-SAFE","Favorite Tracks","Favorite","1819730727","1819730727"
"MAYBACH CRYSTAL","Arsaphe","Z-SAFE","Favorite Tracks","Favorite","1819730787","1819730787"
"Z-SAFE","Arsaphe","Z-SAFE","Favorite Tracks","Favorite","1819730737","1819730737"
"IDK","Arsaphe","Z-SAFE","Favorite Tracks","Favorite","1819730707","1819730707"
"DOPEBOY","Arsaphe","Z-SAFE","Favorite Tracks","Favorite","1819730757","1819730757"
"Lex Luthor (feat. Luther)","NeS","COSMIC","Favorite Tracks","Favorite","1609066592","1609066592"
"Compresses","NeS","N.E.S vol.1","Favorite Tracks","Favorite","1467723492","1467723492"
"TOPAZ","NeS","LA COURSE","Favorite Tracks","Favorite","1860807207","1860807207"
"KILLCAM (feat. Luther)","NeS","LA COURSE","Favorite Tracks","Favorite","1860807167","1860807167"
"Crypto Price","Central Cee","No More Leaks","Favorite Tracks","Favorite","1960253727","1960253727"
"One Up","Central Cee","No More Leaks","Favorite Tracks","Favorite","1960253717","1960253717"
"SIMPLE","$NOT","SIMPLE","Favorite Tracks","Favorite","1954558037","1954558037"
"Symphonie","Souffrance","Symphonie","Favorite Tracks","Favorite","1945891597","1945891597"
"NO LACKIN","1PLIKÉ140","NO LACKIN","Favorite Tracks","Favorite","1957176597","1957176597"
"Next Up France - S1-E4","Django","Next Up France - S1-E4","Favorite Tracks","Favorite","1957277917","1957277917"
"Pleure Salope","1995","Paris Sud Minute","Favorite Tracks","Favorite","63178566","63178566"
"Eve","MZ","MZ Music, Vol. 3.5","Favorite Tracks","Favorite","88611957","88611957"
"31","Jwles","31","Favorite Tracks","Favorite","1766371037","1766371037"
"Uzine","Jwles","Promesses Vol. 1","Favorite Tracks","Favorite","1264307522","1264307522"
"Argentine","Jwles","Argentine","Favorite Tracks","Favorite","1659429012","1659429012"
"C10 (feat. Freeze Corleone)","Afro S","Bleu Magik","Favorite Tracks","Favorite","1961569387","1961569387"
"Bienvenue dans le XV","PSO Thug","En attendant Demoniak","Favorite Tracks","Favorite","423086172","423086172"
"018","Slkrack","SL500","Favorite Tracks","Favorite","1282895402","1282895402"
"Gestion","Slkrack","SL500","Favorite Tracks","Favorite","1282895382","1282895382"
"Extendo","Slkrack","SL500","Favorite Tracks","Favorite","1282895372","1282895372"
"Kaya, Pt. 4","NO P$TY","Kaya, Pt. 4","Favorite Tracks","Favorite","1631109832","1631109832"
"Kaya, Pt. 3","NO P$TY","Kaya, Pt. 3","Favorite Tracks","Favorite","1358510332","1358510332"
"Pdp","ASHE 22","Pdp","Favorite Tracks","Favorite","1127396492","1127396492"
"Brésil","Key Largo","500 Key","Favorite Tracks","Favorite","758531702","758531702"
"Talamanca (Extended Mix)","BURNS","Talamanca (Extended Mix)","Favorite Tracks","Favorite","1502313592","1502313592"
"Fly","Leto","Fly","Favorite Tracks","Favorite","1937327677","1937327677"
"Rosé","Sely","Connecté 2","Favorite Tracks","Favorite","1918757907","1918757907"
"g.lassée","Sely","Connecté 2","Favorite Tracks","Favorite","1918757877","1918757877"
"Cerveau","Sely","Connecté 2","Favorite Tracks","Favorite","1918757897","1918757897"
"To Infinity (A Way Home)","Mike Osei","Invictus","Favorite Tracks","Favorite","1884715247","1884715247"
"LANCEY OR LANCEY","Lancey Foux","LANCEY OR LANCEY","Favorite Tracks","Favorite","1929384827","1929384827"
"Nothing Changed","Quavo","Nothing Changed","Favorite Tracks","Favorite","1939001727","1939001727"
"Shevchenko","REDVOLUTION","Shevchenko","Favorite Tracks","Favorite","1870887137","1870887137"
"Balotelli (feat. Freeze Corleone)","Prince Waly","Moussa","Favorite Tracks","Favorite","1880819487","1880819487"
"No Type","Rae Sremmurd","SremmLife","Favorite Tracks","Favorite","92871300","92871300"
"Tour Stories","Souls of Mischief","Montezuma's Revenge","Favorite Tracks","Favorite","11086771","11086771"
"Tsar Bomba (feat. Olazermi)","Osirus Jack","Tsar Bomba (feat. Olazermi)","Favorite Tracks","Favorite","1935663997","1935663997"
"Avec le temps (feat. PLK)","Lesram","Wesh Enfoiré","Favorite Tracks","Favorite","1693652907","1693652907"
"Signer pour 10k","Beendo Z","Signer pour 10k","Favorite Tracks","Favorite","1929510917","1929510917"
